"scenario","rep","parameter","n_draws","elapsed_sec","ess","ess_per_sec","rhat","rhat_note"
"S1","rep01","beta0",4000,120.372999999672,3689.04942396278,30.6468180071347,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep01","beta1",4000,120.372999999672,1724.06591328837,14.322696229994,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep01","beta2",4000,120.372999999672,2359.99839592039,19.6057122106022,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep01","r_mean",4000,120.372999999672,2779.14264062144,23.0877575588297,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep01","phi_mean",4000,120.372999999672,967.227435997582,8.03525239048804,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep01","loglik",4000,120.372999999672,922.611029356847,7.66460110954583,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","beta0",4000,117.793999999762,3563.91724107505,30.2555074204311,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","beta1",4000,117.793999999762,2040.70042268585,17.3243155227769,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","beta2",4000,117.793999999762,1845.60918157163,15.6681085757795,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","r_mean",4000,117.793999999762,2971.81118303994,25.2288841795503,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","phi_mean",4000,117.793999999762,757.892139253024,6.43404705888719,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep02","loglik",4000,117.793999999762,1091.27616652425,9.26427633433335,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","beta0",4000,118.419000000693,3679.0980900157,31.0684779469019,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","beta1",4000,118.419000000693,2109.87813618006,17.8170575344136,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","beta2",4000,118.419000000693,1896.53951868069,16.0155002041023,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","r_mean",4000,118.419000000693,2553.16213258271,21.5604094998925,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","phi_mean",4000,118.419000000693,977.262835184445,8.2525847640896,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep03","loglik",4000,118.419000000693,1380.77304217616,11.6600633527397,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","beta0",4000,117.388000000268,3521.31261187713,29.9972110596405,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","beta1",4000,117.388000000268,2014.61805763132,17.1620443114008,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","beta2",4000,117.388000000268,1908.28470344682,16.2562161672612,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","r_mean",4000,117.388000000268,2632.13418703919,22.422514967741,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","phi_mean",4000,117.388000000268,642.182779580056,5.47059988736999,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep04","loglik",4000,117.388000000268,946.065652137284,8.05930463194809,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","beta0",4000,115.30700000003,3143.87591509712,27.2652650324465,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","beta1",4000,115.30700000003,1927.17561954668,16.7134312708351,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","beta2",4000,115.30700000003,2154.40544252636,18.6840819943785,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","r_mean",4000,115.30700000003,2583.07458179746,22.4017152627056,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","phi_mean",4000,115.30700000003,1024.24951495637,8.88280429597604,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep05","loglik",4000,115.30700000003,905.748332435362,7.85510274688551,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","beta0",4000,115.575999999419,3735.63589499141,32.3218998322333,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","beta1",4000,115.575999999419,1539.28533053567,13.3183821082527,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","beta2",4000,115.575999999419,2281.37828972513,19.7392044173237,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","r_mean",4000,115.575999999419,2921.37671728333,25.276672642227,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","phi_mean",4000,115.575999999419,711.436482473599,6.15557280471011,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep06","loglik",4000,115.575999999419,1085.04857910875,9.3881824869714,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","beta0",4000,116.969000000507,2963.6991825085,25.3374755917864,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","beta1",4000,116.969000000507,1808.68750641094,15.4629646009037,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","beta2",4000,116.969000000507,2106.251349916,18.0069193539046,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","r_mean",4000,116.969000000507,2897.3242569216,24.7700181835277,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","phi_mean",4000,116.969000000507,1070.46517127578,9.15169977747218,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep07","loglik",4000,116.969000000507,1252.08100925728,10.7043832917428,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","beta0",4000,115.713999999687,3449.01357169229,29.8063637217762,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","beta1",4000,115.713999999687,1897.20687461198,16.3956554489267,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","beta2",4000,115.713999999687,2302.03792520651,19.8942040307373,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","r_mean",4000,115.713999999687,2982.29012279559,25.772941241368,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","phi_mean",4000,115.713999999687,1058.07275706872,9.14386121879447,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep08","loglik",4000,115.713999999687,743.938628011311,6.42911512879447,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","beta0",4000,115.88300000038,3194.58629937381,27.5673420550326,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","beta1",4000,115.88300000038,2105.83383178239,18.1720686535168,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","beta2",4000,115.88300000038,2087.53382484081,18.0141506936649,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","r_mean",4000,115.88300000038,2677.12510783078,23.1019658433247,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","phi_mean",4000,115.88300000038,1198.6592047702,10.3437018783279,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep09","loglik",4000,115.88300000038,1207.0083241819,10.4157497146082,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","beta0",4000,116.416999999434,3732.19383697676,32.0588388035674,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","beta1",4000,116.416999999434,1906.39863240575,16.3756034979,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","beta2",4000,116.416999999434,1990.34705401703,17.0967045536881,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","r_mean",4000,116.416999999434,2765.04674468876,23.7512282974326,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","phi_mean",4000,116.416999999434,1097.9894032437,9.43152119749732,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep10","loglik",4000,116.416999999434,1098.82510208946,9.43869969244012,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","beta0",4000,115.574000000022,3214.92345973544,27.817012993708,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","beta1",4000,115.574000000022,2137.13188629775,18.4914590331505,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","beta2",4000,115.574000000022,2356.80219806985,20.3921487364753,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","r_mean",4000,115.574000000022,2813.05533194296,24.3398630482843,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","phi_mean",4000,115.574000000022,901.973953684084,7.80429814390702,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep11","loglik",4000,115.574000000022,922.54991224759,7.98233090701552,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","beta0",4000,115.13599999994,3098.22634867956,26.9092755409357,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","beta1",4000,115.13599999994,2064.39495025713,17.9300561966561,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","beta2",4000,115.13599999994,2039.64936304192,17.7151313493866,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","r_mean",4000,115.13599999994,2718.1967647574,23.6085739018101,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","phi_mean",4000,115.13599999994,955.901118549524,8.30236519029685,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep12","loglik",4000,115.13599999994,1345.76183239128,11.6884539361449,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","beta0",4000,115.901000000536,2652.91967497761,22.8895322297938,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","beta1",4000,115.901000000536,2170.67380202577,18.7286891572612,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","beta2",4000,115.901000000536,1991.89974011824,17.1862170309921,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","r_mean",4000,115.901000000536,2800.06293760966,24.159092135501,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","phi_mean",4000,115.901000000536,1041.19674808505,8.98350098860433,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep13","loglik",4000,115.901000000536,1101.99933011142,9.50810890420551,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","beta0",4000,115.608000000007,3379.17125238882,29.2295624211871,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","beta1",4000,115.608000000007,2015.71047813074,17.4357352270657,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","beta2",4000,115.608000000007,2039.88730154164,17.644862825596,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","r_mean",4000,115.608000000007,2629.08547341869,22.7413801243731,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","phi_mean",4000,115.608000000007,1053.54117598048,9.11304733219507,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep14","loglik",4000,115.608000000007,1258.80863040285,10.8885944779148,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","beta0",4000,115.588000000454,3563.40003811691,30.8284600313432,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","beta1",4000,115.588000000454,2032.44738566936,17.5835500714725,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","beta2",4000,115.588000000454,2108.26895568043,18.2395140989735,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","r_mean",4000,115.588000000454,2913.31891453976,25.2043370810837,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","phi_mean",4000,115.588000000454,976.258830605695,8.44602234316587,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep15","loglik",4000,115.588000000454,1321.1453752288,11.429779693598,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","beta0",4000,114.898999999277,3217.95620166681,28.0068251393576,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","beta1",4000,114.898999999277,2115.11156168166,18.4084418636799,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","beta2",4000,114.898999999277,2225.24091069173,19.3669301795989,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","r_mean",4000,114.898999999277,2498.63095878679,21.7463246747361,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","phi_mean",4000,114.898999999277,922.707530423364,8.0305967017047,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep16","loglik",4000,114.898999999277,1329.56578497073,11.5716044959407,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","beta0",4000,115.394999999553,3779.84007086126,32.7556659376568,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","beta1",4000,115.394999999553,2490.15663831693,21.5794153847791,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","beta2",4000,115.394999999553,1905.58045354048,16.5135443784207,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","r_mean",4000,115.394999999553,2947.97369571216,25.5468061503841,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","phi_mean",4000,115.394999999553,628.110053343303,5.44313058057746,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep17","loglik",4000,115.394999999553,1081.73229093554,9.37416951288819,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","beta0",4000,115.391999999993,3290.46812500547,28.515565420529,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","beta1",4000,115.391999999993,2318.91427841499,20.0959709374579,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","beta2",4000,115.391999999993,2040.1311235476,17.6800048837678,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","r_mean",4000,115.391999999993,2852.18294118211,24.7173369140174,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","phi_mean",4000,115.391999999993,842.27179368863,7.29922172844465,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep18","loglik",4000,115.391999999993,1275.20398248155,11.051060580297,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","beta0",4000,114.904000000097,3755.22027922668,32.6813712248792,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","beta1",4000,114.904000000097,1730.15704494051,15.057413535987,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","beta2",4000,114.904000000097,2070.7614238303,18.0216652495001,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","r_mean",4000,114.904000000097,2992.73272186495,26.0455051335239,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","phi_mean",4000,114.904000000097,993.829589578213,8.64921664674315,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep19","loglik",4000,114.904000000097,1005.95046752321,8.75470364410602,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","beta0",4000,115.588000000454,3640.09674752539,31.4919952547935,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","beta1",4000,115.588000000454,1970.55011915225,17.048051001354,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","beta2",4000,115.588000000454,1991.63460744193,17.230461703932,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","r_mean",4000,115.588000000454,2787.20854093,24.1133036380856,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","phi_mean",4000,115.588000000454,954.674042402973,8.25928333736391,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S1","rep20","loglik",4000,115.588000000454,1102.71505105683,9.54004785144213,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","beta0",4000,225.36699999962,3632.78273006056,16.1194084762484,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","beta1",4000,225.36699999962,1409.75872478492,6.25539109446944,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","beta2",4000,225.36699999962,1769.5365893609,7.85179990577096,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","r_mean",4000,225.36699999962,2732.61716744329,12.1251876603402,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","phi_mean",4000,225.36699999962,4000,17.7488274681153,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","loglik",4000,225.36699999962,4000,17.7488274681153,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","lambda_mean",4000,225.36699999962,1324.71537154258,5.87803614346739,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep01","kappa_mean",4000,225.36699999962,3671.75569474671,16.2923395827823,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","beta0",4000,225.321000000462,3737.67829032005,16.5882376268186,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","beta1",4000,225.321000000462,1520.97779176581,6.75027091022447,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","beta2",4000,225.321000000462,1948.17498437997,8.64622021194638,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","r_mean",4000,225.321000000462,2786.84294768198,12.3683231819328,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","phi_mean",4000,225.321000000462,4000,17.7524509477226,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","loglik",4000,225.321000000462,3959.55478720726,17.5729505336793,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","lambda_mean",4000,225.321000000462,1462.55155981279,6.49096870602293,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep02","kappa_mean",4000,225.321000000462,3735.58791307509,16.5789602969427,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","beta0",4000,229.785000000149,4000,17.4075766477246,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","beta1",4000,229.785000000149,1475.33037412703,6.42048164208312,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","beta2",4000,229.785000000149,1815.02471724604,7.89879547074379,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","r_mean",4000,229.785000000149,2862.40444703999,12.4568812021591,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","phi_mean",4000,229.785000000149,4000,17.4075766477246,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","loglik",4000,229.785000000149,4000,17.4075766477246,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","lambda_mean",4000,229.785000000149,820.974379566759,3.57279360953163,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep03","kappa_mean",4000,229.785000000149,4000,17.4075766477246,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","beta0",4000,227.389999999665,3571.55719786231,15.7067469891709,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","beta1",4000,227.389999999665,1401.16375502358,6.1619409605772,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","beta2",4000,227.389999999665,1889.28033523601,8.30854626517788,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","r_mean",4000,227.389999999665,2598.67974784426,11.4282938908839,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","phi_mean",4000,227.389999999665,4000,17.5909230837148,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","loglik",4000,227.389999999665,3685.70960783548,16.2087585550856,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","lambda_mean",4000,227.389999999665,1233.68956481006,5.42543456093884,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep04","kappa_mean",4000,227.389999999665,3589.17475347996,15.7842242556192,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","beta0",4000,226.774000000209,3260.21277320565,14.3764839584902,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","beta1",4000,226.774000000209,1392.36408212515,6.13987530371148,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","beta2",4000,226.774000000209,1648.10390900091,7.26760523251956,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","r_mean",4000,226.774000000209,2553.48948116462,11.26006279892,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","phi_mean",4000,226.774000000209,3884.17414870491,17.1279518317856,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","loglik",4000,226.774000000209,4000,17.6387063772581,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","lambda_mean",4000,226.774000000209,900.680237536768,3.97170856242753,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep05","kappa_mean",4000,226.774000000209,3299.9609581974,14.5517605995148,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","beta0",4000,227.202000000514,3460.96366781272,15.2329806419173,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","beta1",4000,227.202000000514,1675.15040436915,7.37295624319048,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","beta2",4000,227.202000000514,2012.35557996862,8.8571208878622,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","r_mean",4000,227.202000000514,2582.47073742262,11.36640847095,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","phi_mean",4000,227.202000000514,3373.67747167706,14.8488018224726,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","loglik",4000,227.202000000514,4000,17.6054788249705,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","lambda_mean",4000,227.202000000514,1067.0125239291,4.69631659900304,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep06","kappa_mean",4000,227.202000000514,3342.07255469141,14.7096968982837,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","beta0",4000,223.758999999613,3643.76845292526,16.284343659614,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","beta1",4000,223.758999999613,1523.53659687671,6.80882823430277,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","beta2",4000,223.758999999613,1679.18183191714,7.50442141732868,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","r_mean",4000,223.758999999613,2630.37594140691,11.7553972864174,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","phi_mean",4000,223.758999999613,3978.74113259161,17.7813680459713,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","loglik",4000,223.758999999613,4000,17.8763759223402,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","lambda_mean",4000,223.758999999613,1340.58098853704,5.99118242635763,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep07","kappa_mean",4000,223.758999999613,3565.51742948807,15.9346324817962,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","beta0",4000,223.564000000246,3520.27805762389,15.7461758495107,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","beta1",4000,223.564000000246,1389.8228252082,6.21666648121646,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","beta2",4000,223.564000000246,1710.57265045685,7.65137790724343,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","r_mean",4000,223.564000000246,2753.97360543849,12.3185021087271,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","phi_mean",4000,223.564000000246,3882.7285271091,17.3674139266824,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","loglik",4000,223.564000000246,3919.52389602919,17.5319993202165,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","lambda_mean",4000,223.564000000246,1249.70246562703,5.58990922342441,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep08","kappa_mean",4000,223.564000000246,3468.26127784174,15.5135052058378,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","beta0",4000,220.987999999896,3515.12358668426,15.9064002872822,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","beta1",4000,220.987999999896,1668.56412443293,7.55047389194763,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","beta2",4000,220.987999999896,1872.54658832271,8.47352158634675,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","r_mean",4000,220.987999999896,2723.04761593691,12.3221515011593,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","phi_mean",4000,220.987999999896,3539.64731274202,16.0173733992058,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","loglik",4000,220.987999999896,3471.68390736414,15.7098299788485,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","lambda_mean",4000,220.987999999896,1103.11897438547,4.99175961765339,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep09","kappa_mean",4000,220.987999999896,3583.26202617772,16.2147357602196,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
"S2","rep10","beta0",4000,233.082000000402,3332.50530025619,14.2975660936942,NA,"NA: current manifest has one chain only; rerun multiple chains for formal R-hat"
